,BMY,HSIC,HRB,GE,INCY
0,0.6523879030862658,0.4754566531092421,0.8680135998554039,0.8939068088667774,0.47599827887432433
1,0.6956473052019585,0.4843357275355147,0.8875187136767306,0.8950615930503762,0.481096020815046
2,0.6563208577995625,0.4578657072057064,0.8719146518038685,0.8761986905781589,0.46474087065058167
3,0.5953642863799002,0.4153125088355809,0.8530596398347834,0.8269235002914874,0.3957094379341023
4,0.5409618408876908,0.3920255531403729,0.8251015875872758,0.806905813635671,0.38530158617655197
5,0.5196599093482979,0.3266879879355704,0.8316034877797214,0.8119101923494951,0.35779525399487644
6,0.5347352027522252,0.32786069627362835,0.8270521872900121,0.8142199320674737,0.3142522852301035
7,0.46394723096167345,0.29803991878066727,0.7769883196661986,0.7988215530470946,0.21155477259183664
8,0.5370290266679074,0.3305411716204887,0.827702728441257,0.8303882814441064,0.23874259214796523
9,0.5131056425576119,0.33238399815445074,0.7977945165580214,0.808445411196876,0.19594303552475323
10,0.5271973445705518,0.3596918300631309,0.8010447339772355,0.808445411196876,0.15728543944396634
11,0.5383399646179288,0.3275256367484687,0.8146986354463643,0.7895824228243984,0.16726847261158295
12,0.5245756095337426,0.2891606811612135,0.8231509886525443,0.8122950061768406,0.1622769560277747
13,0.5661967271403805,0.3298710525701698,0.851108601601049,0.7988215530470946,0.22196262434938707
14,0.517693572854883,0.29854250764119916,0.8368050368106759,0.7911220203856033,0.2103865418603419
15,0.5101557146732096,0.3682360081574254,0.8602116418794714,0.8015162779431999,0.1862786770472482
16,0.4780392147010799,0.34528394879419544,0.8537095957660279,0.7895824228243984,0.1751274130419347
17,0.46001455797484336,0.32869834465931946,0.8706145940203824,0.7976663402616733,0.09887422678595326
18,0.4927865973536001,0.4114593255778698,0.9395331802352755,0.8319283939571336,0.12807983311495985
19,0.44887165546156016,0.45133188583516093,0.9668411306305411,0.8142199320674737,0.149532723839517
20,0.38496557948663535,0.40174243957272493,0.9395331802352755,0.7988215530470946,0.1108751277587301
21,0.4259312985498791,0.3985592117449439,0.9408339706957705,0.8153748021513332,0.11331773312154192
22,0.4121665201365534,0.3891773852649587,0.976593980919211,0.8350078467803244,0.14369157018204326
23,0.4098726958511514,0.35165024082936824,1.0,0.8103702516369884,0.13275275604093884
24,0.4455946631143104,0.32568280978729947,0.9687920229432785,0.796126828150989,0.13179697506745103
25,0.45542606348519943,0.3474619980464979,0.947985679362453,0.8003612365085597,0.1461342565771373
26,0.4573926820748011,0.5004189055758324,0.9375828739105447,0.8011312927650733,0.1466652189606913
27,0.4062677927524947,0.5198526780133297,0.881667502092538,0.7684094374829007,0.0744477683150303
28,0.4285531744499216,0.5379460500114224,0.9180773207902142,0.7995913520525668,0.1047153804434271
29,0.49344199589699445,0.5860278916038228,0.9746430886064736,0.8226890060336565,0.13986828432972964
30,0.5504658943298262,0.6220474313693778,0.9804950328676756,0.841167009677747,0.1693924843165655
31,0.5308025297653947,0.6133355603193222,0.9492866165119507,0.8311580804495786,0.13296512476666356
32,0.5465330804797626,0.6594068828492068,0.9336816760410822,0.8288484266318601,0.15080709847083407
33,0.5432562289957459,0.6713018181066546,0.9382329765307915,0.843862077725154,0.163551411691374
34,0.48983737452480414,0.6651032190272423,0.9135263136785103,0.8365476156923102,0.14347920145631854
35,0.49508042163900257,0.6838668724144208,0.9031238008366023,0.8265386869138813,0.16801188475314388
36,0.5212984759535395,0.711509600655079,0.9174273656269749,0.8463040917010274,0.16758706626941222
37,0.4957361019088631,0.681018541345825,0.9187275693314589,0.8529029676869198,0.16822425358507076
38,0.4852490212681131,0.6461720358774841,0.8634624460546969,0.8428105739880305,0.15930330724912667
39,0.5602975767969016,0.7250795071519609,0.8589109988759844,0.871534948222209,0.17576468138987555
40,0.5825829584943287,0.7044730268036132,0.8446069947866084,0.883180150132806,0.16036531304851687
41,0.5858599508415785,0.6838668724144208,0.8647625030701778,0.8847326151932122,0.14932027408151005
42,0.5763558970297233,0.6883901747224508,0.530570326105597,0.8940487768116381,0.14326675159210944
43,0.6346908746455298,0.6741498232160943,0.5533262433341446,0.8874499862762664,0.15707307071824161
44,0.6271530164638563,0.6806834822478729,0.5383721373925265,0.8785218977479425,0.13455817408809212
45,0.603557402241734,0.6778354771384332,0.5078136762000407,0.87813365285732,0.10991926575296007
46,0.5838938964443496,0.6915732393570502,0.550725688468169,0.8738639885143804,0.10779525415417968
47,0.58454957708393,0.7182107890222302,0.5703709885918413,0.8893905244267744,0.1315845253094441
48,0.5570205844496519,0.6942537147039105,0.553999783170614,0.8866734105947618,0.11129994634866391
49,0.5426006895891189,0.6818561901587237,0.5088153432076608,0.8870616554853838,0.07582836777224977
50,0.5085172889312015,0.6790081850492835,0.4996475562466156,0.8827919052421838,0.055968566832161226
51,0.4701737278641862,0.6498576893726153,0.4944087996653024,0.9134569894273907,0.0483219951275341
52,0.5147442091628536,0.682526308781835,0.5179832776257143,0.9119044384667243,0.06977484528284916
53,0.5104836254246163,0.6748199422664132,0.5317345921127803,0.9185032294518354,0.10737043556424586
54,0.5137610411010058,0.7086615955456388,0.4917896414081495,0.9173387520310099,0.11268054580588338
55,0.4986860297932654,0.6984419574867808,0.49309907423172583,0.9177269110213719,0.09483857220791503
56,0.5045850392735103,0.6885577044850302,0.4682151634477376,0.9192795474325592,0.11958370536894958
57,0.5127777318062052,0.7029652593676032,0.45577313509524475,0.93402985081475,0.1056711614169148
58,0.5593146904615209,0.7523875022538222,0.4754182892979193,0.9336417772749088,0.1141673701952074
59,0.5471165500414297,0.7704810365906827,0.4551180527289549,0.9472275177857534,0.10460915551132255
60,0.5616221951179425,0.7664599976112361,0.45577313509524475,0.9456748813745661,0.14836449310802224
61,0.5955790858035686,0.7709836258784213,0.44333081413275166,0.9511093662896328,0.15717929554414412
62,0.6305243627759101,0.7599263390066651,0.44987929614764166,0.9239375425663814,0.15919708231702212
63,0.6236014254775055,0.713017368091089,0.39028816595332705,0.914233393308375,0.1577102579276981
64,0.6493159780291142,0.7461885767880481,0.39028816595332705,0.91112803458574,0.24819458189974564
65,0.6407444606351511,0.6989445463473127,0.3470683878692429,0.9006474814467493,0.22196262434938707
66,0.6338209591443738,0.68872523424761,0.32022010858439165,0.9068581988920192,0.2014655955243978
67,0.6308543890638547,0.665438278552402,0.2966453380139793,0.9037529260696444,0.18383599065215417
68,0.6592059087371771,0.6954264226147613,0.3110521749343438,0.9076346027730033,0.2004035897250076
69,0.6832723045223674,0.7123472494679777,0.3634395940584756,0.914233393308375,0.22005098137012924
70,0.6931623760936638,0.7156978434379497,0.2986101465818509,0.9157861156198226,0.21282922825543604
71,0.6990966446394467,0.7220639727071485,0.2887872764865105,0.9161741028096639,0.2047578379608751
72,0.7258005713690032,0.7619366957304137,0.3071228511766062,0.9173387520310099,0.20592606869236985
73,0.7274488697380947,0.7508797348178131,0.29730012777026893,0.9208320979434861,0.1940313925454954
74,0.7379988530220474,0.7528900911143541,0.2822389411606234,0.9208320979434861,0.21229818473339768
75,0.7686577364885583,0.7229016210928396,0.28158400471533107,0.914233393308375,0.2024213764978856
76,0.7858011949753436,0.7363043237862974,0.2861676789303549,0.9056936355709335,0.1940313925454954
77,0.7841528966062521,0.7584185715706551,0.29991972609442974,0.9025884486488192,0.19169501211478823
78,0.7917350401919867,0.7602613985318243,0.2855130358630682,0.91112803458574,0.16918011559084078
79,0.7709662282967722,0.7909199876036577,0.07399782042567593,0.9122925120065652,0.15601106481264937
80,0.8378899300647507,0.731278432617736,0.1015010353878143,0.91112803458574,0.14698381261852056
81,0.8352522578874311,0.7006198435459021,0.05107813222155366,0.9053055624808319,0.14624040037075747
82,0.8279992943010819,0.7391523288957371,0.04976855270897462,0.9107398755953782,0.1684367033430777
