Date,MMC,FIS,CTXS,AJG,ARE
2016/1/5,0.008284162555995955,0.006342674516114588,-0.008358995242428224,0.0027365145055664453,0.013803346340262701
2016/1/6,-0.012050508834110296,-0.018410770484656336,0.005982304676926509,-0.019350404793260334,-0.006752396599345345
2016/1/7,-0.007576879733082742,0.0001688389334237872,-0.04135710423418604,-0.020743631226791792,-0.03309902886324967
2016/1/8,-0.01396658076984203,-0.01790825416380426,-0.017623025990489927,-0.01059141157520882,-0.013716305565496856
2016/1/11,-0.014542146730320171,0.013934059878436766,-0.01162453729359636,-0.016710268901762193,-0.012504371701279604
2016/1/12,0.0093906975546445,0.017814756364839868,0.02787868372834046,0.005841932670463512,-0.011360624016111154
2016/1/13,-0.008353848672745467,-0.01450232953928332,-0.04972451249062171,-0.02323121858247934,-0.027053005277404285
2016/1/14,0.025655534469090302,0.019959418571694032,0.0016351778695535835,0.018918742201610383,-0.0033219582645699353
2016/1/15,-0.025387315038687297,-0.030514242628119637,-0.016028521601132995,-0.002387107766265051,-0.010492402595729589
2016/1/19,-0.0011490333695969301,0.004276402703224713,-0.0034689362558518733,-0.011167594752485632,0.0026198573758289267
2016/1/20,-0.011697130838001502,-0.013966941450981096,0.006508026546286905,-0.010217643046952718,-0.048774926689008624
2016/1/21,0.0011713092504377354,0.0027639850961429513,-0.0162404095465426,-0.001629843775240225,-0.0003920238142925969
2016/1/22,0.019496945854377,0.024117131904741074,0.03087732723460368,0.02448966889602433,0.024600539717330783
2016/1/25,-0.013769341021295789,-0.010092521011729305,-0.020610985664828996,-0.02045139696737497,-0.01059997295451276
2016/1/26,0.0069807105007420045,0.020221051262913292,0.032399724049547274,0.012743941320479069,0.015489899383401617
2016/1/27,-0.0059694646126839945,-0.02048641585888733,-0.03358262369708376,-0.007496699400985074,-0.01080471337782929
2016/1/28,0.003486731350477612,-0.010202489142076665,0.03960539945564423,-0.022390025027238525,-0.0020559124962680198
2016/1/29,0.029537062466894026,0.02611240217068267,0.028463148524059845,0.03863134648727207,0.019572520414103733
2016/2/1,-0.0011253425052465404,0.015737457333916405,0.006244587610311658,0.0050476853391585585,-0.013008458080411511
2016/2/2,-0.01727056175595476,-0.018955086994420167,-0.06530325225646261,-0.008987591788723104,-0.024184163169321038
2016/2/3,0.009360242691295761,0.0021842619962717524,0.02746333486169772,0.028007615973331568,-0.0007867949885098646
2016/2/4,0.025170147266077025,0.008382178752066594,-0.013952073098401852,0.0036324448581348534,0.009317492784213233
2016/2/5,0.008861212058332457,-0.02676638994143765,-0.04751263410777995,-0.009306956459425364,-0.004680648273919896
