Date,BMY,HSIC,HRB,GE,INCY
2016/1/5,0.01969264029295137,0.0034135764707732275,0.009104566934812652,0.0009767965792464306,0.004645793664283193
2016/1/6,-0.01755653741154084,-0.010141828025962751,-0.0072179238544314295,-0.015939981464390462,-0.014836232697569174
2016/1/7,-0.027699192917486348,-0.01647104684056966,-0.008785116339649734,-0.04231418842630219,-0.06356346397923651
2016/1/8,-0.02542519893726969,-0.00916462210620117,-0.013141949749958082,-0.017949342272503443,-0.010233952987670603
2016/1/11,-0.010215267505133685,-0.025951549099817783,0.0030969807113090386,0.004569313222841265,-0.027326401913253973
2016/1/12,0.007303916206835792,0.0004782002440086863,-0.0021611792469871105,0.0020993453931126282,-0.04447343520430436
2016/1/13,-0.03404779218612597,-0.012154332488401476,-0.023824252325359785,-0.01396641944405208,-0.10977407846263054
2016/1/14,0.03639008389795029,0.013409826320061269,0.02472283302850431,0.029036745857084156,0.03264480043024709
2016/1/15,-0.01149405341841947,0.000750278318820019,-0.014228230894889338,-0.019614666196049235,-0.04976545125695331
2016/1/19,0.006849119797972314,0.011109626057820288,0.001568543229851782,0.0,-0.047303437742371446
2016/1/20,0.00537890951595843,-0.012942364977946541,0.006579004259680499,-0.017198920060161993,0.012822295338785983
2016/1/21,-0.006608958337799842,-0.01563889856526468,0.004046067955529642,0.021071312596379288,-0.006329982760942765
2016/1/22,0.020117344117670743,0.016858622423319813,0.013329135536108483,-0.012241873771351108,0.0761724429781836
2016/1/25,-0.022981414634108965,-0.01275841334411354,-0.006729699213194662,-0.0070824372515969625,-0.01372800943320085
2016/1/26,-0.003655543133696537,0.028749168022189187,0.011087211790041795,0.009629387224269648,-0.02898731593320203
2016/1/27,-0.015632291743172044,-0.009203333590875995,-0.0030461083271120515,-0.01095024800377542,-0.01380856190552493
2016/1/28,-0.008912593223869503,-0.0067122830862133,0.00794392903521568,0.0074997523919191345,-0.09574610621278401
2016/1/29,0.016350407960558977,0.033720152755601696,0.03213070183703981,0.03154957397211744,0.040554491947396576
2016/2/1,-0.02155728045486982,0.015715747547784487,0.012334974633167128,-0.01580777860843241,0.028628179419681876
2016/2/2,-0.03206183720978417,-0.019243231025623975,-0.012184676952050277,-0.01396641944405208,-0.05015154723370996
2016/2/3,0.021233384424152346,-0.0012594912177643636,0.0005875657858251948,0.015226553772176077,0.003336172350735911
2016/2/4,-0.006986229707265701,-0.0037167397458597318,0.016143276599874135,0.017788652662440008,0.04134741485710225
2016/2/5,-0.0011724072951820874,-0.01492235752851745,0.010398403374292542,-0.021932902662912368,-0.014299580694786762
2016/2/8,0.018279453291608183,-0.010482151854999344,-0.0137218312012094,-0.012964134691603957,-0.001267554084507072
2016/2/9,0.004940560663725169,0.008884633489580018,-0.009275616836862843,0.0039047115052268655,0.01903819504047677
2016/2/10,0.0009834235825865179,0.06184796509872004,-0.004681064866192242,0.0007073366727625707,0.0006918823487320758
2016/2/11,-0.025540298793373384,0.007400330137850242,-0.025279188804084418,-0.030035478642671642,-0.09403949176402104
2016/2/12,0.011424831045119932,0.006839296078298807,0.016887687892445102,0.029508257576569275,0.0435047836498208
2016/2/16,0.032890159834978894,0.018051480589395208,0.025800752643425184,0.02123140941074908,0.04842009260479441
2016/2/17,0.02798329573314362,0.013283121799226416,0.0026020513092968045,0.016631898989746263,0.038788877507794695
2016/2/18,-0.009386717147123691,-0.0031706085422475994,-0.013840724295325124,-0.008861570077521641,-0.046071194768531054
2016/2/19,0.0075804620918993315,0.016820582504381454,-0.00701781860721884,-0.002063172938703839,0.023655313847956272
2016/2/22,-0.0015672157009771759,0.00427098558975314,0.0020612661757810624,0.013439156501407368,0.016506253512298175
2016/2/23,-0.02558867233920592,-0.002216198493482202,-0.011166533693675262,-0.006460563540668374,-0.02557509270460223
2016/2/24,0.002577475933384754,0.006723510084206907,-0.0047546592287631695,-0.008897961062564241,0.032078842957246056
2016/2/25,0.012855630280353969,0.00983896355985836,0.006568939618588399,0.017729245156252516,-0.0005382253789942837
2016/2/26,-0.012375038361890023,-0.010747039304189743,0.0005932241960930895,0.005815971164757627,0.000807721607235079
2016/2/29,-0.005140530237296992,-0.012415613879858345,-0.025200029135801882,-0.008843576446715962,-0.011299386351301455
2016/3/1,0.03697719044425929,0.02846773251990653,-0.0021290403835685368,0.025394643881722523,0.02108847687074822
2016/3/2,0.010588695162611073,-0.007228495240368282,-0.006705291057029994,0.010040319407981002,-0.0193205132721177
2016/3/3,0.0015407187225962016,-0.007281011656079639,0.009512083216478562,0.0013252067224704955,-0.014130447440483529
2016/3/4,-0.0044615751115482105,0.001609993275318855,-0.1562307955185691,0.007941886217845306,-0.007855563935606047
2016/3/7,0.027507449895654457,-0.00506046596724441,0.012607850184394254,-0.0055810446393060875,0.018058106662652396
2016/3/8,-0.0034592685456703576,0.002333616987216125,-0.008182120239020874,-0.007593469400235753,-0.028926220813042414
2016/3/9,-0.010866071249578946,-0.0010148493522817992,-0.016857957403405233,-0.0003327345468742138,-0.032598001400229615
2016/3/10,-0.00915476315137076,0.004900244807062304,0.024078868944281684,-0.0036604156973735202,-0.0029048212700708564
2016/3/11,0.00030808652002312087,0.009455251877544812,0.010764217530543352,0.013359920125155522,0.03262924705138026
2016/3/14,-0.01293114186333888,-0.008424139272911302,-0.008874718711670782,-0.0023071370817919767,-0.026943095590849064
2016/3/15,-0.006862165693180433,-0.004396436343360954,-0.02471350185968857,0.0003304261801095887,-0.04841988702970679
2016/3/16,-0.01633174157647821,-0.0010144254450715762,-0.005141356106849293,-0.0036326846105835253,-0.02848871035006273
2016/3/17,-0.018678128823192752,-0.010393602347623432,-0.0029531126542037267,0.02618483917478409,-0.011290594555532829
2016/3/18,0.02212466825898618,0.011770324606884541,0.013328408580610018,-0.001291891437290582,0.03203807255113311
2016/3/21,-0.0020691628825796338,-0.0027442607978506173,0.00767238184880803,0.005498015399126865,0.054402965066311815
2016/3/22,0.001594985199907084,0.012084279141847842,-0.022117117683448262,-0.0009649202789955291,0.00728756734520597
2016/3/23,-0.0073247133936539255,-0.003605686909172068,0.0007414178172746588,0.0003219506254634741,-0.02430907661946846
2016/3/24,0.0028873861809473045,-0.003499976362314805,-0.014079153909763886,0.0012873883993802515,0.034554379642416366
2016/3/28,0.00399852915329979,0.005119578744408493,-0.007140145442071755,0.012214678248488653,-0.018778743546638332
2016/3/29,0.022622392398189195,0.017472243062498283,0.011354901285459684,-0.0003174844653575093,0.011687408117554421
2016/3/30,-0.005798542760151126,0.006286762450043337,-0.011601801652580623,0.011118076725293857,-0.012996411985559564
2016/3/31,0.006935661473083998,-0.0013884177751285476,0.0003787811004163366,-0.001256649733330728,0.06027802256364856
2016/4/1,0.01612415761654895,0.0015641276462261544,-0.007191662882029215,0.004404016765168883,0.01145304009972814
2016/4/4,0.016330174620351023,-0.003817289510594013,0.0038124411146422954,-0.02192304743679141,0.00259201639965001
2016/4/5,-0.003183155978062957,-0.016256364459884876,-0.03456141808728208,-0.00800509660929749,-0.0019050128463291571
2016/4/6,0.011861268188006147,0.0116854887834561,0.0,-0.0025823282414481064,0.11615547999615372
2016/4/7,-0.003907409177645871,-0.01645079938234728,-0.025963773598834505,-0.008737894859979334,-0.030169795248968678
2016/4/8,-0.0031685259023215284,-0.0036179756411368613,-0.016558714880300696,0.005223671744939651,-0.02430730822178606
2016/4/11,-0.0013619599663078352,-0.008274291346561102,-0.01478458743851152,-0.002598191524357585,-0.021427696319326284
2016/4/12,0.01303400751634376,0.010744250091397456,0.00917063013660635,0.003256271507346531,0.02057782931288621
2016/4/13,0.010921660047412018,0.005998004983807093,0.03304402473552348,0.005517644398443267,0.023911056019705335
2016/4/14,0.004439760390781755,0.0011806194234706968,-0.03958397698369143,0.0012911998368341226,-0.00858369464185682
2016/4/15,0.0026521824554897044,0.002240531944964319,-0.006244908922493075,0.0003222230888157984,-0.009676625045804688
2016/4/18,0.011903125877036125,0.014001663012608745,0.011730131159933155,0.0009669287940197169,0.001414253172092872
2016/4/19,0.0007260771843264902,-0.00382913635818527,-0.006211200840526621,0.0028974851269907287,-0.014379288211212815
2016/4/20,0.00464390702012385,0.0006988826468341536,-0.00958316022356931,0.0,0.02240460199660621
2016/4/21,0.013433089993319047,-0.010417946357041963,-0.0004207563724479835,-0.005457349535872957,-0.011848647284445235
2016/4/22,0.007411787326259578,0.00470509483129522,0.002945968216682804,-0.007101420335041908,-0.010185674894959362
2016/4/25,-0.0007073808685224003,0.007726976012349285,0.008812601473683568,-0.0026006537121636697,-0.0028656193777319983
2016/4/26,0.0032562429913371993,0.0006389679363749678,-0.009151462348963912,0.0071707158556204575,-0.027694352129748245
2016/4/27,-0.008890467185368789,0.010623540086771799,-0.13560029061893042,0.000970853459264287,-0.016659920258436434
2016/4/28,0.028904884096208727,-0.020449215165979417,0.0203980126772354,-0.0009699118170215515,-0.011613691373993595
2016/4/29,-0.0011072275073900073,-0.010731313792686326,-0.03664904287951609,-0.0048543381635627325,-0.0009676486527728789
2016/5/2,-0.0030479839416204246,0.013633692337093883,-0.0009880572951453948,0.004552821403485119,0.028919386566613303
2016/5/3,-0.011534055321909875,-0.014385973122773232,0.003461731016708214,-0.008417001055689433,-0.03052722231547067
2016/5/4,-0.004920579886944165,-0.010917238800914997,-0.003942930682275136,-0.01828263398364882,-0.04716318591506807
2016/5/5,0.005227536904981012,0.008458295750739975,-0.008906379778681806,-0.005985906480398762,0.025040051811068276
2016/5/6,0.0009836828340621384,0.011242582725549122,-0.016475097076059098,0.00769457030633669,0.003976690320200538
2016/5/9,0.0016849139205374897,0.004294166714037262,0.0076138968821519715,-0.00830003294090631,0.030697384284883
2016/5/10,0.0026632630081349085,0.008785781974546047,0.008060548839782022,0.020421990891329678,0.008646681920471133
2016/5/11,-0.010065730770536852,-0.004935298591627224,-0.02748623816384055,-0.0045934410270761505,-0.03905286696929022
2016/5/12,0.006637789424166929,0.005076474562377031,0.003083326934496533,-0.008239775237560032,-0.0011328494319550186
2016/5/13,-0.0014030327479368498,-0.0016255195390413313,0.014856537405289139,-0.014955260050398156,0.037850838179433355
2016/5/16,0.023180432175246235,0.012560364763703369,0.008581688987705727,0.010796219039921784,0.044529465659979506
2016/5/17,-0.02224362073414654,-0.02055937262723062,0.02302271468789896,-0.008344284704541516,-0.012030837652966864
2016/5/18,-0.0016850306218321176,0.002345317395145319,-0.0009782800068189879,-0.0033660218226201355,0.02620775182086499
