Date,MMC,FIS,CTXS,AJG,ARE
2016/1/5,6.862734925416544e-05,4.022952001736943e-05,6.98728014629377e-05,7.488511639175566e-06,0.0001905323701892437
2016/1/6,0.0001452147631609703,0.00033895646983869287,3.578796924757678e-05,0.0003744381656630325,4.559485983485058e-05
2016/1/7,5.74091064896e-05,2.8506585439682046e-08,0.0017104100706373286,0.00043029823647313157,0.0010955457116902346
2016/1/8,0.0001950653784005212,0.0003207055671954126,0.00031057104506148345,0.00011217799915546738,0.00018813703836608
2016/1/11,0.00021147403152616166,0.00019415802469586123,0.00013512986729021257,0.00027923308676920064,0.00015635931164376219
2016/1/12,8.81852005628062e-05,0.0003173655443386026,0.0007772210064248351,3.4128177326228946e-05,0.00012906377803544153
2016/1/13,6.97867876471312e-05,0.00021031756206596957,0.0024725271424299944,0.0005396895168269335,0.0007318650945392641
2016/1/14,0.0006582064488946806,0.0003983783897200846,2.673806665077796e-06,0.0003579188064909937,1.1035406711544495e-05
2016/1/15,0.0006445157648735582,0.0009311190031677536,0.000256913504717987,5.698283487762921e-06,0.000110090512230873
2016/1/19,1.3202776844472756e-06,1.8287620080147635e-05,1.2033518747163612e-05,0.00012471517255574464,6.86365266968523e-06
2016/1/20,0.00013682286984132572,0.00019507545349513393,4.235440952717506e-05,0.00010440022943494122,0.002378993473518166
2016/1/21,1.3719653601610094e-06,7.63961361170036e-06,0.000263750902239432,2.656390731689309e-06,1.5368267097251652e-07
2016/1/22,0.00038013089764850854,0.0005816360513106798,0.0009534093371527981,0.0005997438826369015,0.0006051865543839694
2016/1/25,0.00018959475216073895,0.00010185898037219751,0.00042481273007578634,0.00041825963791715403,0.00011235942663640196
2016/1/26,4.873031909516969e-05,0.00040889091417736724,0.001049742118486812,0.00016240804037981379,0.0002399369829079058
2016/1/27,3.563450776208647e-05,0.0004196932347432703,0.0011277926143799316,5.620050190872997e-05,0.00011674183117704321
2016/1/28,1.2157295510403432e-05,0.00010409078469419225,0.0015685876660411443,0.0005013132207203675,4.226776192311e-06
2016/1/29,0.0008724380591731998,0.000681857547123473,0.0008101508239026901,0.001492380931419668,0.00038308355536050736
2016/2/1,1.2663957541145598e-06,0.0002476675633368392,3.8994874422857865e-05,2.5479127283156252e-05,0.00016921998162982354
2016/2/2,0.0002982723033662472,0.00035929532296603655,0.004264514755271189,8.077680616072296e-05,0.0005848737482003442
2016/2/3,8.761414323995572e-05,4.771000468357061e-06,0.0007542347617257413,0.0007844265525096176,6.19046353944238e-07
2016/2/4,0.0006335363133960048,7.026092063159668e-05,0.00019466034374314865,1.3194655647390335e-05,8.681567178386567e-05
2016/2/5,7.852107914273654e-05,0.0007164396304970947,0.0022574503998597745,8.66194385376395e-05,2.1908468264149303e-05
2016/2/8,4.1018792038327535e-05,0.0018237786259373686,0.0001487664621225258,1.3348229863528588e-05,0.000642269047581
2016/2/9,2.5913394070374267e-05,0.0011374374952169276,0.00017682141749992728,8.89072200645278e-05,0.0011317623493086893
2016/2/10,1.7311948677575455e-05,8.370394156802386e-05,6.435573939243989e-07,2.2654124027374153e-05,0.00010820850927218716
2016/2/11,0.00010177292245188263,0.00027972515956550494,2.5781122916373696e-06,2.244000322541052e-05,0.0002713306850496323
2016/2/12,0.0004228899414185166,0.00040085472814159175,0.0009572451393000216,0.0003138413551908483,7.79074877400567e-06
2016/2/16,5.608776230831864e-05,0.0003519300157284258,0.0004472224942228387,0.0001755726645269427,0.0008954125806791342
2016/2/17,0.00023710189028391945,0.0002302748931401762,0.0029222832458874874,9.999608770460459e-05,2.110741790554638e-05
2016/2/18,5.135120290901726e-06,3.861801528140792e-05,9.368955320192096e-05,7.018415633918879e-05,3.192301616733026e-05
2016/2/19,1.0917600541115394e-05,8.328984794298718e-05,0.00011340454967297988,5.32999189436194e-05,7.891003834680021e-06
2016/2/22,1.7536585254411865e-05,2.1988930386391722e-05,7.752609178810067e-05,0.00016079474647373191,0.0003147256808516541
2016/2/23,6.389036887850728e-05,0.00028345442209999714,0.0002614147018027315,9.056999982344147e-05,0.0
2016/2/24,3.976340560237124e-05,1.1499531496025888e-05,0.00014222054772427802,6.393702324533712e-06,0.0
2016/2/25,2.911727701099159e-05,0.00021117851806739662,0.0008511820976102802,8.243509164681281e-05,0.0008313660523062574
2016/2/26,2.0262728645279733e-05,8.391726307083784e-05,9.55390608747989e-07,1.5614799417221364e-06,9.346195242119537e-06
2016/2/29,6.124886734388211e-05,0.00043446875111391155,0.00015477020247793246,2.7480065396905452e-05,2.8451446196972758e-05
2016/3/1,0.00033232351115509734,0.0009025701166873716,0.003931725993093929,0.00036372797643487886,0.0007240245773859819
2016/3/2,1.85216422364188e-05,1.7773985036870025e-06,0.00019558120306561568,3.954310388058811e-06,3.405632242398927e-06
2016/3/3,2.421236274111704e-06,4.681864035847081e-05,1.1680151613517649e-06,8.88608695248497e-05,0.00038400456689037033
2016/3/4,2.0268444566371265e-05,6.330099570460826e-05,3.702989837255766e-05,5.8045339699715545e-05,0.00012909971165809457
2016/3/7,3.0427780647251874e-05,0.00014808724311422076,0.00013989964966414024,1.9275889867415897e-05,1.2856337934069173e-05
2016/3/8,1.8779375957382116e-05,0.00021950868465921378,0.00030745802179271036,5.307103616335496e-05,1.2098586524973655e-05
2016/3/9,2.209431094905841e-05,0.00020146863279904946,0.0002212028051487068,2.6388198518925398e-05,4.706932861197421e-05
2016/3/10,1.2017907753634488e-07,0.000658341006359046,7.044610748785641e-05,0.00010447876144726808,1.3732873609918488e-05
2016/3/11,0.00030609053688768347,0.00041229855394123215,0.00010619757456460492,0.0006895123668731331,0.0002941603673346844
2016/3/14,2.347608433173101e-06,2.5327200493889963e-08,2.216218122635674e-05,1.2399039893265113e-05,1.7770663552900012e-05
2016/3/15,2.7763509651860385e-05,3.093467455442737e-06,2.8636864801870874e-06,2.6860265245127085e-05,0.00020237088810615334
2016/3/16,1.3837994910091996e-05,2.7940079781078462e-05,2.0426972921976368e-06,4.943076192074784e-05,4.6011323457837335e-05
2016/3/17,0.00024914251529786546,2.2850564138105923e-05,2.037052154381559e-06,0.000296578578621565,0.00040853272716695927
2016/3/18,6.981897695551954e-07,6.79975847656177e-05,2.0312498004133745e-06,4.7130516280525657e-07,0.00013034916837747064
2016/3/21,2.517269132587808e-07,1.1274652373142285e-05,0.0001519404242573434,9.245414277232737e-05,1.3126040423006169e-05
2016/3/22,4.4777662995291334e-07,2.2856010205328125e-05,8.048530993978315e-07,0.0,4.343849622514323e-05
2016/3/23,1.0118942749132197e-05,4.963822995979917e-05,0.00027813363458657726,3.2903916186299534e-06,8.153920970690616e-07
2016/3/24,1.9069298141282177e-05,1.8430437168269058e-05,1.5309045233235408e-07,8.257657750294537e-07,5.099895431444085e-08
2016/3/28,1.610771322798454e-05,1.0200856005779876e-05,1.0882797618796797e-06,1.2924971873065473e-06,0.0003066121914363159
2016/3/29,7.500961852172819e-05,6.416302018524292e-05,0.00033403932239672076,5.990180109123355e-05,0.0003252615474368743
2016/3/30,8.834501740454523e-06,1.707644816728067e-05,7.248741797786012e-06,5.102475991730906e-06,3.4010536869200126e-05
2016/3/31,6.775393579405523e-07,4.233393776877159e-06,0.0001031365814236444,6.146008759861384e-06,3.5723567243407156e-05
2016/4/1,9.103319735448519e-05,0.0007210327419440605,0.00014924985865903283,1.1373068290093537e-05,1.318333904270576e-05
2016/4/4,6.7971424566026796e-06,0.0001062184790066472,1.1522690507290705e-05,1.8124299236277587e-05,2.5802418958730414e-05
