Date,MMC,FIS,CTXS,AJG,ARE
2017/2/22,68.31491089,79.62835693,78.55067444,51.64772034,107.85796359999999
2017/2/23,68.88629913,79.88796234,78.31552887,51.87738037,108.20387269999999
2017/2/24,68.85817719,80.60906219,78.56046295,52.23566818,109.41452790000001
2017/2/27,68.82073212,79.44567108,78.54088593,52.3459053,109.6603012
2017/2/28,68.83009338,79.09955597,77.35530853,52.31835175,108.60439299999999
2017/3/1,69.92607117,79.82066345,79.1385498,53.42834854,107.57579799999999
2017/3/2,69.43896484,79.09955597,77.72764587,52.52184296,106.51076509999999
2017/3/3,69.52326202,79.75335693,78.33511353,52.59584808,107.03873440000001
2017/3/6,69.14859009,79.51299286,78.05097198,52.17034531,106.96589660000001
2017/3/7,68.96123505,79.45529938,78.28612518,52.09634399,106.6473236
2017/3/8,68.33362579,79.05147552,78.30572509999999,51.93909454,105.30921940000002
2017/3/9,68.47414398,78.82073975,77.43370056,52.02233887,103.4977722
2017/3/10,69.00807953,79.06111145,77.92359161,52.41085052,99.04656219
2017/3/13,69.53264618,79.53222656,83.21452332,52.71609497,99.30142212
2017/3/14,69.55136871,79.28223419,80.36328888,52.58658981,98.4730835
2017/3/15,69.64504242,79.61992645,80.84341431,52.79009628,100.50299840000001
2017/3/16,69.95416259999999,79.06996918,80.90219879,52.59584808,100.0114365
2017/3/17,70.38505554,78.95417786,81.04917908,52.66059494,100.3755417
2017/3/20,70.28201294,78.1726532,80.82380676,52.61434937,100.1024704
2017/3/21,69.50453186,77.23674774,79.86360168,51.80958939,100.76696009999999
2017/3/22,69.72934723,77.0920105,80.53966522,51.91133881,101.38596340000001
2017/3/23,69.88858032,77.01482391,81.70563507,52.05934525,102.0322418
2017/3/24,69.85112762,77.30428314,81.46068573,52.20734406,101.3677444
2017/3/27,69.88858032,77.58409882,81.88199615,52.29984665,100.50299840000001
2017/3/28,70.17897797,77.4683075,82.29350281,52.73459244,100.7396698
2017/3/29,69.69187164,77.21743774,81.90158844,52.53109741,100.72132109999998
2017/3/30,69.42021942,77.23674774,82.41108704,52.51259232,100.72132109999998
2017/3/31,69.21414948,76.82185364,81.70563507,52.29984665,101.36331940000001
2017/4/3,68.68021393,76.64818573,81.75462341,51.81884384,101.57425690000001
2017/4/4,68.77388763,76.34908295,81.61745453,52.15184402,102.0236511
2017/4/5,69.05622101,76.70606995,81.28431702,51.80034256,101.7668762
2017/4/6,68.95269775,76.80255127,81.3822937,52.17034531,102.8857727
2017/4/7,69.09386444,77.06306458,81.4704895,52.10559845,102.41804499999999
2017/4/10,69.05622101,77.7095108,81.75462341,52.11484146,103.42689509999998
2017/4/11,69.06563568,77.26569366,81.98978424,52.07784271,104.2156525
2017/4/12,68.43509674,77.69022369,81.32350922,51.60609055,104.2156525
2017/4/13,67.82341003,77.34288025,81.28431702,51.34708786,104.13311
2017/4/17,68.42569733,77.7963562,81.75462341,52.05934525,105.53633880000001
2017/4/18,68.34099579,77.91213989,81.44108582,51.83734131,105.78397369999999
2017/4/19,68.36923981,77.81564331,81.54885864,51.63383484,106.0774689
2017/4/20,68.97151947,78.70332336,81.97997284,52.03158569,106.33428959999999
2017/4/21,67.64460754,79.62958527,81.41168976,51.43958664,105.8665085
2017/4/24,68.72682953,80.39183044,82.66584778,51.84658813,103.8212814
2017/4/25,68.75506592,80.91285706,82.35230255,52.20734406,104.85765079999999
2017/4/26,69.09386444,80.93214417,82.42089081,52.12408829,104.178978
2017/4/27,69.87494659,81.13475037,79.79502106,52.47559738,103.60115809999999
2017/4/28,69.76202393,81.23126221,79.30512238,51.62458801,103.18843840000001
2017/5/1,69.94081879,81.45316315,80.09876251,51.7448349,103.4727631
2017/5/2,69.68673706,80.33393097,79.64804077,50.94009018,105.06858829999999
2017/5/3,69.55500031,80.06376648,85.2917099,50.88458252,103.93132779999999
2017/5/4,69.99728394,80.58477783,84.80181122,51.20833206,104.8117905
2017/5/5,70.11963654,80.13130188,85.71302032,51.53208923,105.3162384
2017/5/8,69.75260925,80.41110229,85.42887878,51.31933212,105.2153473
2017/5/9,69.31030273,80.22779083,85.06635284,51.07884216,104.1147537
2017/5/10,69.44205475,80.64267731,85.23291016,51.31933212,105.0410919
2017/5/11,69.33853149,80.6619873,85.35048676,50.9955864,105.53633880000001
2017/5/12,69.05622101,80.18920135,84.18452454,50.62558746,106.2517166
2017/5/15,69.46086884,80.47864532,84.58625793,51.05107879999999,106.2517166
2017/5/16,69.71498108,80.83565521,83.11654663,51.162090299999996,106.24254609999998
2017/5/17,69.36675262,79.93834686,81.06877136,50.83833313,106.87537379999999
2017/5/18,70.11021423,79.89974976,80.92179108,51.22683334,107.38898470000001
2017/5/19,70.21372986,80.27603149,81.11775208,51.57833862,107.92091370000001
2017/5/22,70.32668304,81.07686615,81.27452087,52.05009079,108.13188170000001
2017/5/23,70.33607483,80.71987152,80.40249634,52.43859482,108.7830582
2017/5/24,70.67485046,80.99967957,80.63765717,52.57733917,108.48039250000001
2017/5/25,72.02060699,82.36013031,81.4704895,53.23410416,107.6366043
2017/5/26,71.87003326,82.28294373,80.82380676,52.83633804,107.5540771
2017/5/30,72.82992554,82.29256439,80.49068451,52.6975975,107.3064423
2017/5/31,72.98990631,82.852211,80.87279509999999,52.83730316,107.01294709999999
2017/6/1,72.79228973,83.72058105,81.18634796,53.51721573,108.16857150000001
2017/6/2,72.93344116,83.62408447,81.74481964,53.77978134,110.09458159999998
2017/6/5,72.82052612,83.50830841,81.63705444,53.36717224,110.36972809999999
2017/6/6,72.31234741,83.21884918,81.17654419,52.7482605,108.7463913
2017/6/7,72.35939026,83.50830841,81.58805847,53.38592148,109.0306702
2017/6/8,72.74524689,82.29256439,81.52927399,53.81729507,108.72802730000001
2017/6/9,73.62042999,81.63648987,76.73803711,54.2767868,108.8013916
2017/6/12,73.88394165,81.94524384,79.21692657,54.43620682,108.7830582
2017/6/13,73.96864319,82.72678375,79.11896515,54.51123047,108.85642240000001
2017/6/14,74.8908844,82.99785614,78.35471344,54.36118698,109.11322779999999
2017/6/15,75.38024902,83.28829193,77.65905762,55.14889908,109.05819699999999
2017/6/16,75.54023743,82.47505951,78.30572509999999,55.29893112,108.113533
2017/6/19,75.41789246,82.35888672,79.765625,55.33644485,109.2507935
2017/6/20,75.09792328,82.43633270000001,78.72703552,55.00822829999999,109.37919620000001
